#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	Assembly_name	Gene_observation_ID
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_101558_length_974_cov_34.608794	35	901	+	ant(6)-Ia_3_KF864551	1-867/867	===============	0/0	100.00	100.00	user_db	ant(6)-Ia_3_KF864551	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_10155_length_4067_cov_14.902010	2891	3653	-	erm(B)_18_X66468	1-762/762	========/======	1/1	100.00	98.95	user_db	erm(B)_18_X66468	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_10177_length_4060_cov_1.227032	361	1215	+	blaACI-1_1_AJ007350	1-855/855	===============	0/0	100.00	100.00	user_db	blaACI-1_1_AJ007350	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_102736_length_967_cov_0.538636	114	916	-	ant(3'')-Ia_1_X02340	170-972/972	..=============	0/0	82.61	99.88	user_db	ant(3'')-Ia_1_X02340	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_11348_length_3818_cov_2.740284	2109	2966	-	ant(6)-Ib_1_FN594949	1-858/858	===============	0/0	100.00	100.00	user_db	ant(6)-Ib_1_FN594949	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_133990_length_807_cov_65.940278	85	579	-	lnu(C)_1_AY928180	1-495/495	===============	0/0	100.00	98.99	user_db	lnu(C)_1_AY928180	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_15045_length_3235_cov_6.038437	711	1745	+	Cfr(E)_1_NG_070225	1-1035/1035	===============	0/0	100.00	100.00	user_db	Cfr(E)_1_NG_070225	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_18068_length_2899_cov_9.107397	112	846	+	erm(G)_1_M15332	1-735/735	===============	0/0	100.00	99.86	user_db	erm(G)_1_M15332	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_20869_length_2659_cov_14.309876	38	1003	-	cfxA4_1_AY769933	1-966/966	===============	0/0	100.00	99.69	user_db	cfxA4_1_AY769933	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_22357_length_2553_cov_6.642741	857	2320	-	msr(D)_2_AF274302	1-1464/1464	===============	0/0	100.00	97.54	user_db	msr(D)_2_AF274302	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_229183_length_559_cov_0.411017	69	545	+	nimJ_1_NZ_JH815495	18-494/498	===============	0/0	95.78	83.02	user_db	nimJ_1_NZ_JH815495	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_23533_length_2474_cov_1.992459	530	1746	+	tetA(P)_2_L20800	1-1217/1263	===============	0/0	96.36	99.18	user_db	tetA(P)_2_L20800	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_2536_length_8338_cov_3.988365	1981	3465	+	lsa(E)_1_JX560992	1-1485/1485	===============	0/0	100.00	100.00	user_db	lsa(E)_1_JX560992	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_2536_length_8338_cov_3.988365	3519	4322	+	lnu(B)_2_JQ861959	1-804/804	===============	0/0	100.00	100.00	user_db	lnu(B)_2_JQ861959	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_28281_length_2210_cov_5.483749	298	1092	-	aph(3')-III_1_M26832	1-795/795	===============	0/0	100.00	100.00	user_db	aph(3')-III_1_M26832	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_3021_length_7621_cov_8.452615	1	1660	-	tet(W)_2_AY049983	1-1660/1920	=============..	0/0	86.46	94.94	user_db	tet(W)_2_AY049983	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_30397_length_2114_cov_3.146029	1322	1822	+	lnu(P)_1_FJ589781	1-501/501	===============	0/0	100.00	100.00	user_db	lnu(P)_1_FJ589781	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_3834_length_6769_cov_10.105657	2556	3356	+	erm(F)_3_M17808	1-801/801	===============	0/0	100.00	100.00	user_db	erm(F)_3_M17808	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_3834_length_6769_cov_10.105657	3569	4735	-	tet(X)_2_M37699	1-1167/1167	===============	0/0	100.00	99.83	user_db	tet(X)_2_M37699	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_41488_length_1742_cov_1.245317	558	1044	+	nimB_1_X71443	1-487/495	===============	0/0	98.38	84.81	user_db	nimB_1_X71443	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_46658_length_1618_cov_82.666884	1	1618	-	tet(Q)_1_L33696	7-1624/1926	=============..	0/0	84.01	99.57	user_db	tet(Q)_1_L33696	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_5079_length_5879_cov_1.797997	122	607	-	lnu(A)_1_M14039	1-486/486	===============	0/0	100.00	98.77	user_db	lnu(A)_1_M14039	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_54241_length_1470_cov_2.505423	641	1135	-	lnu(C)_1_AY928180	1-495/495	===============	0/0	100.00	91.92	user_db	lnu(C)_1_AY928180	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_59486_length_1385_cov_8.639445	637	1131	-	lnu(C)_1_AY928180	1-495/495	===============	0/0	100.00	82.83	user_db	lnu(C)_1_AY928180	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_71889_length_1226_cov_0.482880	379	1181	+	lnu(G)_1_KX470419	1-803/804	===============	0/0	99.88	98.13	user_db	lnu(G)_1_KX470419	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_74393_length_1198_cov_42.738074	1	1194	-	mef(A)_3_AF227520	1-1194/1218	===============	0/0	98.03	95.14	user_db	mef(A)_3_AF227520	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241908/ERR2241908.scaffolds.fasta	NODE_90455_length_1052_cov_7.649741	1	984	+	cfxA6_1_GQ342996	13-996/996	===============	0/0	98.80	99.69	user_db	cfxA6_1_GQ342996	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241914/ERR2241914.scaffolds.fasta	NODE_10_length_61076_cov_1.856728	56167	56653	+	nimB_1_X71443	1-487/495	===============	0/0	98.38	85.63	user_db	nimB_1_X71443	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241916/ERR2241916.scaffolds.fasta	NODE_2349_length_10391_cov_2.299010	976	1941	+	cfxA4_1_AY769933	1-966/966	===============	0/0	100.00	99.69	user_db	cfxA4_1_AY769933	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241916/ERR2241916.scaffolds.fasta	NODE_2641_length_9815_cov_12.150185	8651	9815	-	tet(40)_1_FJ158002	57-1221/1221	===============	0/0	95.41	99.91	user_db	tet(40)_1_FJ158002	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241916/ERR2241916.scaffolds.fasta	NODE_6798_length_6113_cov_5.208928	4369	5403	-	Cfr(E)_1_NG_070225	1-1035/1035	===============	0/0	100.00	100.00	user_db	Cfr(E)_1_NG_070225	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241916/ERR2241916.scaffolds.fasta	NODE_7068_length_5982_cov_25.528923	3954	5873	+	tet(W)_4_FN396364	1-1920/1920	===============	0/0	100.00	98.91	user_db	tet(W)_4_FN396364	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241922/ERR2241922.scaffolds.fasta	NODE_11582_length_3140_cov_0.959057	1135	1929	-	aph(3')-III_1_M26832	1-795/795	===============	0/0	100.00	100.00	user_db	aph(3')-III_1_M26832	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241922/ERR2241922.scaffolds.fasta	NODE_16819_length_2553_cov_4.201946	234	1697	+	msr(D)_2_AF274302	1-1464/1464	===============	0/0	100.00	97.54	user_db	msr(D)_2_AF274302	
/home/projects/cge/data/projects/other/EFFORT_danish_pigs_MG_assembled_with_sandhog/assembly/ERR2241922/ERR2241922.scaffolds.fasta	NODE_17564_length_2492_cov_1.109356	651	1419	-	blaOXA-489_1_CP013733	1-769/774	===============	0/0	99.35	99.87	user_db	blaOXA-489_1_CP013733	
